Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,60128,1,1,46,46,46,46,46.0,0.0,46,46,46.0,0.0,1530.069186,33.2623736,60128.0,0.0,60128,60128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.6311868,16.6311868,46,46,46.0,0.0,0.0,0,0,0,0,0,0,0,0,1,69.0,46.0,46.0,20,0,0,0,0,0,0,1,46,1,46,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,4119292,11,18,335,29088,281,0,30.45454545,83.11601968,4380,0,1616.0,1107.683327,7142.732295,7.040044746,147117.5714,716133.1349,3795732,0,323560,32356.0,64474.56193,201137,164,4099554,241150.2353,967902.4308,3996677,47,0,0,0,0,232,372,2.6703618,4.369682946,0,4380,980.7666667,1160.956136,1347819.151,0,0,0,1,0,0,0,0,1,1014.586207,30.45454545,1616.0,232,0,0,0,0,0,0,11,335,18,29088,8192,30,10,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,148,2,2,66,166,33,33,33.0,0.0,83,83,83.0,0.0,1567567.568,27027.02703,49.33333333,79.38723659,141,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,13513.51351,13513.51351,33,83,53.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,66.25,33.0,83.0,40,0,0,0,0,0,0,2,66,2,166,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
54748,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,122,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,8042773,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.730056785,0.621676131,2010693.25,4020734.526,8041795,3,8042773,2010693.25,4020734.526,8041795,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.621676131,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,978.0,0.0,978,978,8041795.0,0.0,8041795,8041795,1
80,75324,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,154359.8322,92.93186767,12554.0,20000.87472,46470,14,28687,14343.5,19457.4573,28102,585,75257,25085.66667,23361.48806,46470,153,0,0,0,0,72,92,39.82794329,53.10392438,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
56700,75379486,5,9,11607,62,7215,0,2321.4,3327.769794,20,0,6.888888889,5.30199124,154.8033904,0.185726923,5798422.0,17900000.0,64900000,1,75400000,18800000.0,36900000.0,74200000,155,74200000,9271254.5,22700000.0,64900000,1,0,0,0,0,112,192,0.066331044,0.119395879,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,32130.0,0.0,32130,32130,37100000.0,39400000.0,64900000,9226740,0
80,726236,3,8,26,11601,20,0,8.666666667,10.26320288,2920,0,1450.125,1102.941578,16009.94718,15.14659147,72623.6,220975.9062,701167,0,24211,12105.5,17119.76228,24211,0,726102,103728.8571,263598.9941,701167,42,0,0,0,0,72,172,4.130888582,11.01570288,0,2920,968.9166667,1131.093715,1279372.992,0,0,0,1,0,0,0,0,2,1057.0,8.666666667,1450.125,72,0,0,0,0,0,0,3,26,8,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
36748,11803576,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.049923176,0.508320529,2360715.2,5257534.924,11800000,1,0,0.0,0.0,0,0,11800000,2945677.5,5879996.487,11800000,1,0,0,0,0,20,100,0.084720088,0.423600441,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,37912.0,0.0,37912,37912,11800000.0,0.0,11800000,11800000,0
59572,97666819,6,10,11613,68,5840,0,1935.5,2991.613996,20,0,6.8,5.006662228,119.600496,0.16382227,6511121.267,22100000.0,85900000,0,97700000,19500000.0,42600000.0,95800000,62,95800000,10600000.0,28400000.0,85900000,0,0,0,0,0,132,212,0.061433351,0.102388919,0,5840,687.4705882,1923.408242,3699499.265,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,132,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,33535.0,0.0,33535,33535,47900000.0,53800000.0,85900000,9838707,0
53,162542,4,2,140,254,35,35,35.0,0.0,127,127,127.0,0.0,2423.988877,36.91353619,32508.4,56943.19808,131494,3,31045,10348.33333,17918.64295,31039,3,3,3.0,0.0,3,3,0,0,0,0,80,40,24.60902413,12.30451206,35,127,61.28571429,44.89140336,2015.238095,0,0,0,0,0,0,0,0,0,71.5,35.0,127.0,80,0,0,0,0,0,0,4,140,2,254,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,39062,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,297655.01,230.4029492,4882.75,10610.27487,30322,26,7878,3939.0,5337.241984,7713,165,39036,7807.2,13019.91717,30322,179,0,0,0,0,72,132,76.80098305,153.6019661,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,69,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,173913.0435,28985.50725,69.0,0.0,69,69,69,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0,0,0,40,0,28985.50725,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,7781,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1542.218224,257.0363706,7781.0,0.0,7781,7781,7781,7781.0,0.0,7781,7781,0,0.0,0.0,0,0,0,0,0,0,40,0,257.0363706,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,16216,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,717007.8934,431.6724223,2702.666667,4900.453108,12462,4,3015,1507.5,2126.270091,3011,4,16075,5358.333333,6361.806373,12462,186,0,0,0,0,72,92,185.0024667,246.6699556,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
14573,1304354,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,27.59986936,4.599978227,260870.8,572177.7193,1284332,1,0,0.0,0.0,0,0,1301706,325426.5,639322.715,1284332,1,0,0,0,0,20,100,0.766663038,3.833315189,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1243322,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,9351.559773,6.434375005,177617.4286,463109.6103,1227787,44,14792,7396.0,9456.846092,14083,709,1243275,310818.75,611350.0745,1227787,198,0,0,0,0,72,112,2.412890627,4.021484378,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
55175,74006733,6,9,11613,62,10220,0,1935.5,4095.416255,20,0,6.888888889,5.30199124,157.7559166,0.202684261,5286195.214,17900000.0,67400000,1,74000000,14800000.0,32300000.0,72600000,3,72600000,9073460.125,23600000.0,67400000,1,0,0,0,0,132,192,0.081073704,0.121610557,0,10220,730.0625,2553.585204,6520797.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,36150.0,0.0,36150,36150,36300000.0,44000000.0,67400000,5193277,0
80,24837,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,468132.2221,362.3626042,3104.625,7664.92747,21986,1,22130,11065.0,15646.85885,22129,1,24694,4938.8,9712.025237,22234,15,0,0,0,0,72,132,120.7875347,241.5750695,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
443,5788260,6,4,611,168,517,0,101.8333333,204.3050823,156,0,42.0,76.05261337,134.5827589,1.727634902,643140.0,1883330.871,5665089,3,5788260,1157652.0,2553307.296,5725116,3,100641,33547.0,30510.5066,60516,431,0,0,0,0,132,92,1.036580941,0.691053961,0,517,70.81818182,154.9721383,24016.36364,0,0,0,1,0,0,0,0,0,77.9,101.8333333,42.0,132,0,0,0,0,0,0,6,611,4,168,8192,119,5,20,123168.0,0.0,123168,123168,5665089.0,0.0,5665089,5665089,0
443,95219,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.00421134,95219.0,0.0,95219,95219,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.50210567,10.50210567,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,197560,44,56,1313,105841,570,0,29.84090909,113.8577127,4344,0,1890.017857,948.5411285,542387.1229,506.1753391,1995.555556,7123.994517,48994,1,197560,4594.418605,10434.86853,49052,48,174307,3169.218182,9226.024194,49079,1,0,0,0,0,1128,1800,222.7171492,283.4581899,0,4344,1060.930693,1168.076164,1364401.925,0,0,0,1,0,0,0,0,1,1071.54,29.84090909,1890.017857,1128,0,0,0,0,0,0,44,1313,56,105841,29200,61,28,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1773965,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,16.91126939,2.818544898,443491.25,885645.9594,1771960,0,1773965,443491.25,885645.9594,1771960,0,0,0.0,0.0,0,0,0,0,0,0,100,0,2.818544898,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,7602175,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.94623907,0.657706512,1900543.75,3800312.834,7601013,273,7602175,1900543.75,3800312.834,7601013,273,0,0.0,0.0,0,0,0,0,0,0,100,0,0.657706512,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1162.0,0.0,1162,1162,7601013.0,0.0,7601013,7601013,1
443,5978138,7,4,635,153,517,0,90.71428571,190.7072051,153,0,38.25,76.5,131.8136182,1.840037818,597813.8,1721743.435,5493114,3,5978138,996356.3333,2295964.099,5680630,3,336951,112317.0,99020.26624,188010,255,0,0,0,0,232,136,1.170933157,0.669104661,0,517,65.66666667,149.9947474,22498.42424,0,0,0,1,0,0,0,0,0,71.63636364,90.71428571,38.25,232,0,0,0,0,0,0,7,635,4,153,29200,59,3,32,485021.0,0.0,485021,485021,5493114.0,0.0,5493114,5493114,0
80,34047,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,341674.7437,234.9693071,4863.857143,12431.05677,33052,2,727,363.5,311.8340905,584,143,34002,8500.5,16372.1814,33052,2,0,0,0,0,72,112,88.11349018,146.855817,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,2196972,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.6551581,2.275859683,549243.0,1096484.244,2193968,1,2196972,549243.0,1096484.244,2193968,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.275859683,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,81946488,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,142.2513677,0.170843197,6303576.0,21100000.0,76300000,1,80300000,11500000.0,28600000.0,76300000,1,1618593,323718.6,712633.7331,1598424,14,0,0,0,0,172,132,0.097624684,0.073218513,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4047908.0,0.0,4047908,4047908,76300000.0,0.0,76300000,76300000,1
80,4769915,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.031536201,0.838589367,1589971.667,2753017.153,4768882,2,4769915,1589971.667,2753017.153,4768882,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.838589367,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
9702,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,7266,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,97572613,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,119.4699992,0.133234107,8131051.083,27600000.0,95600000,3,96300000,13800000.0,36100000.0,95600000,3,1265241,316310.25,616706.3386,1241221,181,0,0,0,0,172,112,0.08199022,0.051243887,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,685018.0,0.0,685018,685018,95600000.0,0.0,95600000,95600000,1
80,1068906,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,10883.08981,8.419823633,133613.25,377588.4905,1068097,3,652,326.0,393.1513703,604,48,1068813,213762.6,477587.5152,1068097,3,0,0,0,0,72,132,2.806607878,5.613215755,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
22,1530540,39,44,2710,6742,408,0,69.48717949,102.0667665,976,0,153.2272727,312.1874708,6175.598155,54.22922629,18665.12195,107142.3221,956915,0,1530540,40277.36842,165991.9501,997063,3,573545,13338.25581,29788.95315,152075,1,0,0,0,0,804,904,25.48120271,28.74802357,0,976,112.5238095,239.0867905,57162.4934,0,0,0,1,0,0,0,0,1,113.8795181,69.48717949,153.2272727,804,0,0,0,0,0,0,39,2710,44,6742,8192,245,37,20,0.0,0.0,0,0,0.0,0.0,0,0,0
62672,471705,6,2,11607,26,7215,0,1934.5,3123.682298,20,6,13.0,9.899494937,24661.59994,16.95975239,67386.42857,177868.4424,470754,5,471705,94341.0,210421.3945,470754,5,48,48.0,0.0,48,48,0,0,0,0,144,40,12.71981429,4.239938097,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23333,1,1,48,106,48,48,48.0,0.0,106,106,106.0,0.0,6600.094287,85.71551022,23333.0,0.0,23333,23333,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.85775511,42.85775511,48,106,67.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,101.0,48.0,106.0,20,0,0,0,0,0,0,1,48,1,106,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3619926,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.28746223,1.381243705,904981.5,1805316.661,3612955,966,3619926,904981.5,1805316.661,3612955,966,0,0.0,0.0,0,0,0,0,0,0,100,0,1.381243705,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,87588226,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,133.0886642,0.137004716,7962566.0,23600000.0,78600000,1,86900000,12400000.0,29400000.0,78600000,1,715637,238545.6667,399071.919,699261,161,0,0,0,0,172,92,0.091336477,0.045668239,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1006.0,0.0,1006,1006,43400000.0,49800000.0,78600000,8226809,1
80,1966819,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.25305582,2.54217597,491704.75,982248.2511,1965077,247,1966819,491704.75,982248.2511,1965077,247,0,0.0,0.0,0,0,0,0,0,0,100,0,2.54217597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,97852061,8,7,56,11601,20,0,7.0,5.656854249,2920,0,1657.285714,1299.172136,119.1288143,0.153292632,6989432.929,24200000.0,91000000,1,97200000,13900000.0,34100000.0,91000000,1,673729,112288.1667,265314.1452,653630,47,0,0,0,0,172,152,0.081756071,0.071536562,0,2920,728.9375,1179.048061,1390154.329,0,0,0,0,1,0,0,0,0,777.5333333,7.0,1657.285714,172,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,5.0,0.0,5,5,48600000.0,60000000.0,91000000,6171872,1
80,51367,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,226351.5487,155.7420134,7338.142857,15501.30892,41798,5,8986,4493.0,5580.486717,8439,547,51362,12840.5,19737.74844,41798,187,0,0,0,0,72,112,58.40325501,97.33875835,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,24820,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,468694.6011,322.3207091,3545.714286,8561.639323,22939,3,1660,830.0,473.7615434,1165,495,24814,6203.5,11183.72092,22939,3,0,0,0,0,72,112,120.8702659,201.4504432,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
